ID,collection_date,location
M-8054,2023-08-05,VNM
M-8055,2023-08-06,KHM
M-8056,2023-08-10,KHM
M-8057,2023-08-05,VNM
M-8058,2023-08-11,VNM
M-8059,2023-08-11,VNM
M-8060,2023-08-05,VNM
M-8061,2023-08-05,VNM
M-8062,2023-08-06,VNM
M-8063,2023-08-05,VNM
M-8064,2023-08-05,VNM
M-8065,2023-08-11,KHM
M-8066,2023-08-11,LAO
M-8067,2023-08-11,VNM
M-8068,2023-08-11,VNM
M-8069,2023-08-09,VNM
M-8070,2023-08-11,VNM
M-8071,2023-08-11,VNM
M-8072,2023-08-06,VNM
M-8073,2023-08-09,VNM
M-8074,2023-08-09,VNM
M-8075,2023-08-07,VNM
M-8076,2023-08-06,VNM
M-8077,2023-08-06,LAO
M-8078,2023-08-07,VNM
M-8079,2023-08-11,VNM
M-8080,2023-08-11,VNM
M-8081,2023-08-07,VNM
M-8082,2023-08-11,VNM
M-8083,2023-08-11,VNM
M-8084,2023-08-09,VNM
M-8085,2023-08-07,VNM
M-8086,2023-08-11,VNM
M-8087,2023-08-07,VNM
M-8088,2023-08-11,VNM
M-8089,2023-08-11,KHM
M-8090,2023-08-11,VNM
M-8091,2023-08-06,VNM
M-8092,2023-08-11,VNM
M-8093,2023-08-05,VNM
M-8094,2023-08-11,VNM
M-8095,2023-08-11,VNM
M-8096,2023-08-11,VNM
M-8097,2023-08-10,VNM
M-8098,2023-08-11,VNM
M-8099,2023-08-11,VNM
M-8100,2023-08-06,VNM
M-8101,2023-08-05,VNM
M-8102,2023-08-07,VNM
M-8103,2023-08-11,KHM
M-8104,2023-08-11,KHM
M-8105,2023-08-05,VNM
M-8106,2023-08-06,VNM
M-8107,2023-08-11,VNM
M-8108,2023-08-11,VNM
M-8109,2023-08-05,VNM
M-8110,2023-08-06,VNM
M-8111,2023-08-11,VNM
M-8112,2023-08-11,KHM
M-8113,2023-08-11,KHM
M-8114,2023-08-11,KHM
M-8115,2023-08-05,VNM
M-8116,2023-08-09,VNM
M-8117,2023-08-05,VNM
M-8118,2023-08-11,VNM
M-8119,2023-08-09,VNM
M-8120,2023-08-07,VNM
M-8121,2023-08-05,KHM
M-8122,2023-08-11,THA
M-8123,2023-08-05,VNM
M-8124,2023-08-09,LAO
M-8125,2023-08-05,VNM
M-8126,2023-08-11,VNM
M-8127,2023-08-11,VNM
M-8128,2023-08-11,VNM
M-8129,2023-08-05,VNM
M-8130,2023-08-10,THA
M-8131,2023-08-06,VNM
M-8132,2023-08-05,KHM
M-8133,2023-08-11,KHM
M-8134,2023-08-06,VNM
M-8135,2023-08-07,VNM
M-8136,2023-08-11,VNM
M-8137,2023-08-11,VNM
M-8138,2023-08-11,VNM
M-8139,2023-08-07,KHM
M-8140,2023-08-11,KHM
M-8141,2023-08-11,THA
M-8142,2023-08-10,VNM
M-8143,2023-08-05,VNM
M-8144,2023-08-06,VNM
M-8145,2023-08-11,VNM
M-8146,2023-08-11,KHM
M-8147,2023-08-05,VNM
M-8148,2023-08-06,VNM
M-8149,2023-08-05,KHM
M-8150,2023-08-05,VNM
M-8151,2023-08-07,VNM
M-8152,2023-08-11,LAO
M-8153,2023-08-05,LAO
M-8154,2023-08-11,VNM
M-8155,2023-08-10,VNM
M-8156,2023-08-11,THA
M-8157,2023-08-11,THA
M-8158,2023-08-11,VNM
M-8159,2023-08-11,VNM
M-8160,2023-08-05,VNM
M-8161,2023-08-05,VNM
M-8162,2023-08-06,VNM
M-8163,2023-08-05,KHM
M-8164,2023-08-11,VNM
M-8165,2023-08-11,VNM
M-8166,2023-08-11,VNM
M-8167,2023-08-11,VNM
M-8168,2023-08-11,VNM
M-8169,2023-08-11,VNM
M-8170,2023-08-06,VNM
M-8171,2023-08-06,VNM
M-8172,2023-08-11,KHM
M-8173,2023-08-10,VNM
M-8174,2023-08-09,VNM
M-8175,2023-08-05,VNM
M-8176,2023-08-11,THA
M-8177,2023-08-06,VNM
M-8178,2023-08-07,CHN
M-8179,2023-08-10,VNM
M-8180,2023-08-06,VNM
M-8181,2023-08-11,VNM
M-8182,2023-08-11,VNM
M-8183,2023-08-05,VNM
M-8184,2023-08-06,THA
M-8185,2023-08-07,THA
M-8186,2023-08-11,VNM
M-8187,2023-08-06,LAO
M-8188,2023-08-09,VNM
M-8189,2023-08-11,VNM
M-8190,2023-08-09,VNM
M-8191,2023-08-11,VNM
M-8192,2023-08-07,VNM
M-8193,2023-08-10,VNM
M-8194,2023-08-07,VNM
M-8195,2023-08-11,CHN
M-8196,2023-08-05,VNM
M-8197,2023-08-06,VNM
M-8198,2023-08-11,VNM
M-8199,2023-08-10,VNM
M-8200,2023-08-05,VNM
M-8201,2023-08-11,VNM
M-8202,2023-08-11,THA
M-8203,2023-08-05,THA
M-8204,2023-08-11,VNM
M-8205,2023-08-05,LAO
M-8206,2023-08-11,LAO
M-8207,2023-08-11,VNM
M-8208,2023-08-11,VNM
M-8209,2023-08-11,VNM
M-8210,2023-08-11,VNM
M-8211,2023-08-11,VNM
M-8212,2023-08-11,VNM
M-8213,2023-08-07,VNM
M-8214,2023-08-11,VNM
M-8215,2023-08-06,VNM
M-8216,2023-08-05,KHM
M-8217,2023-08-11,VNM
M-8218,2023-08-11,VNM
M-8219,2023-08-11,VNM
M-8220,2023-08-11,VNM
M-8221,2023-08-09,VNM
M-8222,2023-08-11,VNM
M-8223,2023-08-09,VNM
M-8224,2023-08-11,VNM
M-8225,2023-08-06,VNM
M-8226,2023-08-10,VNM
M-8227,2023-08-05,VNM
M-8228,2023-08-11,VNM
M-8229,2023-08-11,VNM
M-8230,2023-08-05,VNM
M-8231,2023-08-11,VNM
M-8232,2023-08-11,VNM
M-8233,2023-08-11,VNM
M-8234,2023-08-11,VNM
M-8235,2023-08-11,VNM
M-8236,2023-08-11,VNM
M-8237,2023-08-11,VNM
M-8238,2023-08-06,VNM
M-8239,2023-08-09,VNM
M-8240,2023-08-07,VNM
M-8241,2023-08-07,VNM
M-8242,2023-08-11,VNM
M-8243,2023-08-11,VNM
M-8244,2023-08-09,VNM
M-8245,2023-08-11,VNM
M-8246,2023-08-10,VNM
M-8247,2023-08-07,VNM
M-8248,2023-08-11,VNM
M-8249,2023-08-07,VNM
M-8250,2023-08-11,VNM
M-8251,2023-08-07,VNM
M-8252,2023-08-11,VNM
M-8253,2023-08-05,KHM
M-8254,2023-08-09,KHM
M-8255,2023-08-11,VNM
M-8256,2023-08-06,VNM
M-8257,2023-08-09,VNM
M-8258,2023-08-07,VNM
M-8259,2023-08-11,VNM
M-8260,2023-08-09,VNM
M-8261,2023-08-11,VNM
M-8262,2023-08-11,KHM
M-8263,2023-08-11,KHM
M-8264,2023-08-05,VNM
M-8265,2023-08-09,VNM
M-8266,2023-08-10,VNM
M-8267,2023-08-06,VNM
M-8268,2023-08-11,VNM
M-8269,2023-08-05,THA
M-8270,2023-08-11,THA
M-8271,2023-08-06,THA
M-8272,2023-08-09,VNM
M-8273,2023-08-05,VNM
M-8274,2023-08-10,VNM
M-8275,2023-08-07,VNM
M-8276,2023-08-05,VNM
M-8277,2023-08-11,VNM
M-8278,2023-08-07,VNM
M-8279,2023-08-09,VNM
M-8280,2023-08-10,VNM
M-8281,2023-08-06,VNM
M-8282,2023-08-11,VNM
M-8283,2023-08-11,VNM
M-8284,2023-08-07,VNM
M-8285,2023-08-11,VNM
M-8286,2023-08-05,VNM
M-8287,2023-08-11,KHM
M-8288,2023-08-11,KHM
M-8289,2023-08-05,VNM
M-8290,2023-08-07,VNM
M-8291,2023-08-05,THA
M-8292,2023-08-11,THA
M-8293,2023-08-11,VNM
M-8294,2023-08-05,VNM
M-8295,2023-08-11,VNM
M-8296,2023-08-07,VNM
M-8297,2023-08-06,VNM
M-8298,2023-08-11,VNM
M-8299,2023-08-10,VNM
M-8300,2023-08-11,VNM
M-8301,2023-08-11,VNM
M-8302,2023-08-11,VNM
M-8303,2023-08-06,VNM
M-8304,2023-08-06,VNM
M-8305,2023-08-11,VNM
M-8306,2023-08-11,VNM
M-8307,2023-08-05,VNM
M-8308,2023-08-11,THA
M-8309,2023-08-05,THA
M-8310,2023-08-11,THA
M-8311,2023-08-11,THA
M-8312,2023-08-10,VNM
M-8313,2023-08-06,VNM
M-8314,2023-08-11,VNM
M-8315,2023-08-11,VNM
M-8316,2023-08-09,VNM
M-8317,2023-08-11,VNM
M-8318,2023-08-05,VNM
M-8319,2023-08-11,VNM
M-8320,2023-08-06,THA
M-8321,2023-08-06,VNM
M-8322,2023-08-07,VNM
M-8323,2023-08-10,VNM
M-8324,2023-08-11,VNM
M-8325,2023-08-11,VNM
M-8326,2023-08-06,VNM
M-8327,2023-08-09,VNM
M-8328,2023-08-11,VNM
M-8329,2023-08-11,VNM
M-8330,2023-08-11,VNM
M-8331,2023-08-09,VNM
M-8332,2023-08-05,VNM
M-8333,2023-08-06,VNM
M-8334,2023-08-06,VNM
M-8335,2023-08-07,VNM
M-8336,2023-08-11,VNM
M-8337,2023-08-11,VNM
M-8338,2023-08-11,VNM
M-8339,2023-08-11,VNM
M-8340,2023-08-06,VNM
M-8341,2023-08-11,VNM
M-8342,2023-08-11,VNM
M-8343,2023-08-11,VNM
M-8344,2023-08-11,VNM
M-8345,2023-08-05,VNM
M-8346,2023-08-10,VNM
M-8347,2023-08-09,VNM
M-8348,2023-08-11,VNM
M-8349,2023-08-07,VNM
M-8350,2023-08-11,VNM
M-8351,2023-08-10,VNM
M-8352,2023-08-11,VNM
M-8353,2023-08-06,VNM
M-8354,2023-08-07,VNM
M-8355,2023-08-05,LAO
M-8356,2023-08-05,LAO
M-8357,2023-08-06,KHM
M-8358,2023-08-11,KHM
M-8359,2023-08-11,VNM
M-8360,2023-08-11,VNM
M-8361,2023-08-06,VNM
M-8362,2023-08-05,THA
M-8363,2023-08-05,VNM
M-8364,2023-08-11,THA
M-8365,2023-08-11,KHM
M-8366,2023-08-11,VNM
M-8367,2023-08-11,VNM
M-8368,2023-08-11,VNM
M-8369,2023-08-05,VNM
M-8370,2023-08-11,VNM
M-8371,2023-08-11,VNM
M-8372,2023-08-10,VNM
M-8373,2023-08-05,VNM
M-8374,2023-08-11,VNM
M-8375,2023-08-05,VNM
M-8376,2023-08-11,VNM
M-8377,2023-08-05,VNM
M-8378,2023-08-11,VNM
M-8379,2023-08-09,VNM
M-8380,2023-08-11,VNM
M-8381,2023-08-05,VNM
M-8382,2023-08-07,VNM
M-8383,2023-08-11,VNM
M-8384,2023-08-11,VNM
M-8385,2023-08-09,VNM
M-8386,2023-08-11,KHM
M-8387,2023-08-06,THA
M-8388,2023-08-05,THA
M-8389,2023-08-09,VNM
M-8390,2023-08-07,VNM
M-8391,2023-08-09,VNM
M-8392,2023-08-10,VNM
M-8393,2023-08-05,VNM
M-8394,2023-08-05,VNM
M-8395,2023-08-11,KHM
M-8396,2023-08-11,VNM
M-8397,2023-08-09,VNM
M-8398,2023-08-11,VNM
M-8399,2023-08-11,VNM
M-8400,2023-08-09,VNM
M-8401,2023-08-06,VNM
M-8402,2023-08-10,VNM
M-8403,2023-08-11,VNM
M-8404,2023-08-06,VNM
M-8405,2023-08-11,VNM
M-8406,2023-08-06,KHM
M-8407,2023-08-11,THA
M-8408,2023-08-11,THA
M-8409,2023-08-11,VNM
M-8410,2023-08-10,VNM
M-8411,2023-08-11,VNM
M-8412,2023-08-06,VNM
M-8413,2023-08-07,VNM
M-8414,2023-08-11,VNM
M-8415,2023-08-11,VNM
M-8416,2023-08-06,VNM
M-8417,2023-08-05,VNM
M-8418,2023-08-11,VNM
M-8419,2023-08-05,VNM
M-8420,2023-08-11,VNM
M-8421,2023-08-07,VNM
M-8422,2023-08-11,VNM
M-8423,2023-08-05,VNM
M-8424,2023-08-06,VNM
M-8425,2023-08-11,VNM
M-8426,2023-08-07,VNM
M-8427,2023-08-05,VNM
M-8428,2023-08-07,VNM
M-8429,2023-08-05,VNM
M-8430,2023-08-09,VNM
M-8431,2023-08-07,VNM
M-8432,2023-08-06,VNM
M-8433,2023-08-11,THA
M-8434,2023-08-05,THA
M-8435,2023-08-07,KHM
M-8436,2023-08-11,VNM
M-8437,2023-08-05,VNM
M-8438,2023-08-05,VNM
M-8439,2023-08-11,VNM
M-8440,2023-08-10,VNM
M-8441,2023-08-11,VNM
M-8442,2023-08-11,VNM
M-8443,2023-08-11,VNM
M-8444,2023-08-05,VNM
M-8445,2023-08-11,VNM
M-8446,2023-08-11,VNM
M-8447,2023-08-05,VNM
M-8448,2023-08-06,VNM
M-8449,2023-08-07,VNM
M-8450,2023-08-11,VNM
M-8451,2023-08-07,VNM
M-8452,2023-08-06,VNM
M-8453,2023-08-06,VNM
M-8454,2023-08-06,VNM
M-8455,2023-08-11,VNM
M-8456,2023-08-11,VNM
M-8457,2023-08-11,VNM
M-8458,2023-08-11,VNM
M-8459,2023-08-11,VNM
M-8460,2023-08-06,VNM
M-8461,2023-08-11,VNM
M-8462,2023-08-11,VNM
M-8463,2023-08-10,VNM
M-8464,2023-08-05,VNM
M-8465,2023-08-11,VNM
M-8466,2023-08-09,VNM
M-8467,2023-08-10,VNM
M-8468,2023-08-10,VNM
M-8469,2023-08-05,KHM
M-8470,2023-08-09,LAO
M-8471,2023-08-11,THA
M-8472,2023-08-05,VNM
M-8473,2023-08-11,VNM
M-8474,2023-08-11,VNM
M-8475,2023-08-11,VNM
M-8476,2023-08-11,THA
M-8477,2023-08-06,THA
M-8478,2023-08-11,VNM
M-8479,2023-08-05,VNM
M-8480,2023-08-06,VNM
M-8481,2023-08-09,VNM
M-8482,2023-08-11,KHM
M-8483,2023-08-11,KHM
M-8484,2023-08-09,KHM
M-8485,2023-08-09,VNM
M-8486,2023-08-11,VNM
M-8487,2023-08-11,VNM
M-8488,2023-08-09,VNM
M-8489,2023-08-11,VNM
M-8490,2023-08-10,VNM
M-8491,2023-08-09,VNM
M-8492,2023-08-11,VNM
M-8493,2023-08-07,VNM
M-8494,2023-08-11,VNM
M-8495,2023-08-09,VNM
M-8496,2023-08-11,LAO
M-8497,2023-08-11,VNM
M-8498,2023-08-11,VNM
M-8499,2023-08-05,VNM
M-8500,2023-08-11,VNM
M-8501,2023-08-07,VNM
M-8502,2023-08-11,VNM
M-8503,2023-08-11,VNM
M-8504,2023-08-11,VNM
M-8505,2023-08-11,VNM
M-8506,2023-08-11,VNM
M-8507,2023-08-07,THA
M-8508,2023-08-07,THA
M-8509,2023-08-11,THA
M-8510,2023-08-11,THA
M-8511,2023-08-11,VNM
M-8512,2023-08-09,VNM
M-8513,2023-08-11,VNM
M-8514,2023-08-11,VNM
M-8515,2023-08-11,VNM
M-8516,2023-08-07,VNM
M-8517,2023-08-11,VNM
M-8518,2023-08-07,KHM
M-8519,2023-08-11,VNM
M-8520,2023-08-11,VNM
M-8521,2023-08-06,VNM
M-8522,2023-08-11,VNM
M-8523,2023-08-11,VNM
M-8524,2023-08-11,VNM
M-8525,2023-08-11,VNM
M-8526,2023-08-10,THA
M-8527,2023-08-07,VNM
M-8528,2023-08-06,VNM
M-8529,2023-08-06,VNM
M-8530,2023-08-06,VNM
M-8531,2023-08-07,VNM
M-8532,2023-08-06,VNM
M-8533,2023-08-07,VNM
M-8534,2023-08-05,VNM
M-8535,2023-08-11,VNM
M-8536,2023-08-11,VNM
M-8537,2023-08-05,VNM
M-8538,2023-08-06,VNM
M-8539,2023-08-07,VNM
M-8540,2023-08-07,VNM
M-8541,2023-08-07,VNM
M-8542,2023-08-06,VNM
M-8543,2023-08-09,VNM
M-8544,2023-08-06,VNM
M-8545,2023-08-07,VNM
M-8546,2023-08-11,VNM
M-8547,2023-08-07,VNM
M-8548,2023-08-06,VNM
M-8549,2023-08-11,VNM
M-8550,2023-08-09,KHM
M-8551,2023-08-11,KHM
M-8552,2023-08-11,VNM
M-8553,2023-08-05,LAO
M-8554,2023-08-11,VNM
M-8555,2023-08-05,VNM
M-8556,2023-08-06,KHM
M-8557,2023-08-11,CHN
M-8558,2023-08-07,VNM
M-8559,2023-08-06,VNM
M-8560,2023-08-09,VNM
M-8561,2023-08-11,VNM
M-8562,2023-08-11,VNM
M-8563,2023-08-06,VNM
M-8564,2023-08-05,LAO
M-8565,2023-08-07,VNM
M-8566,2023-08-10,VNM
M-8567,2023-08-07,VNM
M-8568,2023-08-05,VNM
M-8569,2023-08-09,VNM
M-8570,2023-08-05,VNM
M-8571,2023-08-11,VNM
M-8572,2023-08-10,VNM
M-8573,2023-08-11,VNM
M-8574,2023-08-05,VNM
M-8575,2023-08-09,VNM
M-8576,2023-08-05,VNM
M-8577,2023-08-11,VNM
M-8578,2023-08-11,VNM
M-8579,2023-08-09,VNM
M-8580,2023-08-11,VNM
M-8581,2023-08-09,THA
M-8582,2023-08-11,THA
M-8583,2023-08-11,VNM
M-8584,2023-08-11,VNM
M-8585,2023-08-10,VNM
M-8586,2023-08-05,VNM
M-8587,2023-08-11,VNM
M-8588,2023-08-11,KHM
M-8589,2023-08-07,VNM
M-8590,2023-08-11,THA
M-8591,2023-08-10,THA
M-8592,2023-08-05,VNM
M-8593,2023-08-05,VNM
M-8594,2023-08-11,VNM
M-8595,2023-08-05,VNM
M-8596,2023-08-11,VNM
M-8597,2023-08-07,THA
M-8598,2023-08-05,VNM
M-8599,2023-08-11,VNM
M-8600,2023-08-06,VNM
M-8601,2023-08-11,VNM
M-8602,2023-08-11,VNM
M-8603,2023-08-06,VNM
M-8604,2023-08-06,VNM
M-8605,2023-08-11,KHM
M-8606,2023-08-10,VNM
M-8607,2023-08-05,VNM
M-8608,2023-08-07,VNM
M-8609,2023-08-07,VNM
M-8610,2023-08-06,VNM
M-8611,2023-08-11,VNM
M-8612,2023-08-06,VNM
M-8613,2023-08-10,VNM
M-8614,2023-08-11,THA
M-8615,2023-08-06,VNM
M-8616,2023-08-06,VNM
M-8617,2023-08-06,VNM
M-8618,2023-08-10,VNM
M-8619,2023-08-11,VNM
M-8620,2023-08-05,VNM
M-8621,2023-08-10,VNM
M-8622,2023-08-11,VNM
M-8623,2023-08-07,VNM
M-8624,2023-08-10,VNM
M-8625,2023-08-11,VNM
M-8626,2023-08-11,VNM
M-8627,2023-08-11,THA
M-8628,2023-08-11,VNM
M-8629,2023-08-11,VNM
M-8630,2023-08-05,VNM
M-8631,2023-08-11,VNM
M-8632,2023-08-11,VNM
M-8633,2023-08-05,CHN
M-8634,2023-08-11,VNM
M-8635,2023-08-11,VNM
M-8636,2023-08-11,THA
M-8637,2023-08-05,THA
M-8638,2023-08-05,VNM
M-8639,2023-08-11,VNM
M-8640,2023-08-11,VNM
M-8641,2023-08-05,KHM
M-8642,2023-08-07,VNM
M-8643,2023-08-07,VNM
M-8644,2023-08-07,VNM
M-8645,2023-08-09,VNM
M-8646,2023-08-07,VNM
M-8647,2023-08-11,VNM
M-8648,2023-08-11,KHM
M-8649,2023-08-10,VNM
M-8650,2023-08-07,VNM
M-8651,2023-08-07,THA
M-8652,2023-08-10,VNM
M-8653,2023-08-05,VNM
M-8654,2023-08-11,VNM
M-8655,2023-08-05,VNM
M-8656,2023-08-11,VNM
M-8657,2023-08-09,VNM
M-8658,2023-08-07,VNM
M-8659,2023-08-07,VNM
M-8660,2023-08-11,VNM
M-8661,2023-08-11,VNM
M-8662,2023-08-05,VNM
M-8663,2023-08-09,VNM
M-8664,2023-08-10,KHM
M-8665,2023-08-10,VNM
M-8666,2023-08-05,VNM
M-8667,2023-08-10,VNM
M-8668,2023-08-11,KHM
M-8669,2023-08-07,VNM
M-8670,2023-08-09,VNM
M-8671,2023-08-05,VNM
M-8672,2023-08-09,VNM
M-8673,2023-08-11,VNM
M-8674,2023-08-10,VNM
M-8675,2023-08-05,VNM
M-8676,2023-08-11,THA
M-8677,2023-08-10,VNM
M-8678,2023-08-07,VNM
M-8679,2023-08-06,VNM
M-8680,2023-08-07,VNM
M-8681,2023-08-11,VNM
M-8682,2023-08-11,VNM
M-8683,2023-08-06,VNM
M-8684,2023-08-11,VNM
M-8685,2023-08-10,VNM
M-8686,2023-08-06,VNM
M-8687,2023-08-10,VNM
M-8688,2023-08-10,VNM
M-8689,2023-08-07,VNM
M-8690,2023-08-05,VNM
M-8691,2023-08-05,VNM
M-8692,2023-08-06,VNM
M-8693,2023-08-10,VNM
M-8694,2023-08-11,VNM
M-8695,2023-08-11,VNM
M-8696,2023-08-11,VNM
M-8697,2023-08-07,VNM
M-8698,2023-08-05,VNM
M-8699,2023-08-11,VNM
M-8700,2023-08-11,LAO
M-8701,2023-08-06,VNM
M-8702,2023-08-11,VNM
M-8703,2023-08-11,THA
M-8704,2023-08-09,VNM
M-8705,2023-08-11,VNM
M-8706,2023-08-11,VNM
M-8707,2023-08-07,VNM
M-8708,2023-08-11,VNM
M-8709,2023-08-11,VNM
M-8710,2023-08-11,VNM
M-8711,2023-08-11,VNM
M-8712,2023-08-07,VNM
M-8713,2023-08-09,VNM
M-8714,2023-08-07,VNM
M-8715,2023-08-06,VNM
M-8716,2023-08-05,VNM
M-8717,2023-08-06,VNM
M-8718,2023-08-11,VNM
M-8719,2023-08-11,VNM
M-8720,2023-08-05,VNM
M-8721,2023-08-11,VNM
M-8722,2023-08-11,VNM
M-8723,2023-08-10,LAO
M-8724,2023-08-10,VNM
M-8725,2023-08-05,VNM
M-8726,2023-08-06,VNM
M-8727,2023-08-09,VNM
M-8728,2023-08-07,LAO
M-8729,2023-08-10,VNM
M-8730,2023-08-06,VNM
M-8731,2023-08-11,VNM
M-8732,2023-08-07,VNM
M-8733,2023-08-11,VNM
M-8734,2023-08-09,VNM
M-8735,2023-08-11,VNM
M-8736,2023-08-11,LAO
M-8737,2023-08-11,VNM
M-8738,2023-08-06,VNM
M-8739,2023-08-10,KHM
M-8740,2023-08-11,THA
M-8741,2023-08-11,VNM
M-8742,2023-08-09,VNM
M-8743,2023-08-11,VNM
M-8744,2023-08-06,VNM
M-8745,2023-08-11,VNM
M-8746,2023-08-09,VNM
M-8747,2023-08-11,VNM
M-8748,2023-08-05,LAO
M-8749,2023-08-05,LAO
M-8750,2023-08-09,VNM
M-8751,2023-08-11,VNM
M-8752,2023-08-05,VNM
M-8753,2023-08-11,VNM
M-8754,2023-08-11,LAO
M-8755,2023-08-11,VNM
M-8756,2023-08-11,VNM
M-8757,2023-08-11,VNM
M-8758,2023-08-11,LAO
M-8759,2023-08-10,VNM
M-8760,2023-08-07,VNM
M-8761,2023-08-11,VNM
M-8762,2023-08-11,VNM
M-8763,2023-08-11,VNM
M-8764,2023-08-11,VNM
M-8765,2023-08-11,VNM
M-8766,2023-08-10,VNM
M-8767,2023-08-11,VNM
M-8768,2023-08-05,VNM
M-8769,2023-08-11,VNM
M-8770,2023-08-07,VNM
M-8771,2023-08-05,VNM
M-8772,2023-08-06,VNM
M-8773,2023-08-11,VNM
M-8774,2023-08-05,VNM
M-8775,2023-08-09,VNM
M-8776,2023-08-11,VNM
M-8777,2023-08-11,VNM
M-8778,2023-08-11,VNM
M-8779,2023-08-05,KHM
M-8780,2023-08-11,VNM
M-8781,2023-08-11,VNM
M-8782,2023-08-11,VNM
M-8783,2023-08-10,VNM
M-8784,2023-08-07,VNM
M-8785,2023-08-11,VNM
M-8786,2023-08-11,VNM
M-8787,2023-08-11,VNM
M-8788,2023-08-07,VNM
M-8789,2023-08-09,VNM
M-8790,2023-08-11,LAO
M-8791,2023-08-09,VNM
M-8792,2023-08-10,THA
M-8793,2023-08-10,VNM
M-8794,2023-08-07,VNM
M-8795,2023-08-11,VNM
H-2804,2023-08-11,VNM
H-2805,2023-08-11,VNM
H-2806,2023-08-11,VNM
H-2807,2023-08-11,VNM
H-2808,2023-08-11,VNM
H-2809,2023-08-11,KHM
H-2810,2023-08-11,VNM
H-2811,2023-08-11,VNM
H-2812,2023-08-11,VNM
H-2813,2023-08-11,VNM
H-2814,2023-08-11,KHM
H-2815,2023-08-11,VNM
H-2816,2023-08-11,VNM
H-2817,2023-08-11,VNM
H-2818,2023-08-11,VNM
H-2819,2023-08-11,VNM
H-2820,2023-08-11,VNM
H-2821,2023-08-11,VNM
H-2822,2023-08-11,VNM
H-2823,2023-08-11,VNM
H-2824,2023-08-11,VNM
H-2825,2023-08-11,KHM
H-2826,2023-08-11,VNM
H-2827,2023-08-11,VNM
H-2828,2023-08-11,VNM
H-2829,2023-08-11,VNM
H-2830,2023-08-11,VNM
H-2831,2023-08-11,VNM
H-2832,2023-08-11,THA
H-2833,2023-08-11,VNM
H-2834,2023-08-11,VNM
H-2835,2023-08-11,VNM
H-2836,2023-08-11,VNM
H-2837,2023-08-11,VNM
H-2838,2023-08-11,VNM
H-2839,2023-08-11,VNM
H-2840,2023-08-11,VNM
H-2841,2023-08-11,VNM
H-2842,2023-08-11,VNM
H-2843,2023-08-11,VNM
H-2844,2023-08-11,VNM
H-2845,2023-08-11,KHM
H-2846,2023-08-11,THA
H-2847,2023-08-11,VNM
H-2848,2023-08-11,VNM
H-2849,2023-08-11,VNM
H-2850,2023-08-11,VNM
H-2851,2023-08-11,VNM
H-2852,2023-08-11,VNM
H-2853,2023-08-11,LAO
H-2854,2023-08-11,VNM
H-2855,2023-08-11,VNM
H-2856,2023-08-11,VNM
H-2857,2023-08-11,VNM
H-2858,2023-08-11,VNM
H-2859,2023-08-11,KHM
H-2860,2023-08-11,VNM
H-2861,2023-08-11,VNM
H-2862,2023-08-11,VNM
H-2863,2023-08-11,VNM
H-2864,2023-08-11,VNM
H-2865,2023-08-11,VNM
H-2866,2023-08-11,THA
H-2867,2023-08-11,VNM
H-2868,2023-08-11,VNM
H-2869,2023-08-11,VNM
H-2870,2023-08-11,VNM
H-2871,2023-08-11,VNM
H-2872,2023-08-11,VNM
H-2873,2023-08-11,VNM
H-2874,2023-08-11,VNM
H-2875,2023-08-11,VNM
H-2876,2023-08-11,VNM
H-2877,2023-08-11,VNM
H-2878,2023-08-11,VNM
H-2879,2023-08-11,KHM
H-2880,2023-08-11,VNM
H-2881,2023-08-11,VNM
H-2882,2023-08-11,VNM
H-2883,2023-08-11,CHN
H-2884,2023-08-11,VNM
H-2885,2023-08-11,VNM
H-2886,2023-08-11,VNM
H-2887,2023-08-11,VNM
H-2888,2023-08-11,VNM
H-2889,2023-08-11,THA
H-2890,2023-08-11,KHM
H-2891,2023-08-11,KHM
H-2892,2023-08-11,THA
H-2893,2023-08-11,VNM
H-2894,2023-08-11,VNM
H-2895,2023-08-11,VNM
H-2896,2023-08-11,VNM
H-2897,2023-08-11,VNM
H-2898,2023-08-11,VNM
H-2899,2023-08-11,VNM
H-2900,2023-08-11,VNM
H-2901,2023-08-11,VNM
H-2902,2023-08-11,VNM
H-2903,2023-08-11,VNM
H-2904,2023-08-11,THA
H-2905,2023-08-11,VNM
H-2906,2023-08-11,VNM
H-2907,2023-08-11,VNM
H-2908,2023-08-11,LAO
H-2909,2023-08-11,VNM
H-2910,2023-08-11,LAO
H-2911,2023-08-11,VNM
H-2912,2023-08-11,VNM
H-2913,2023-08-11,VNM
H-2914,2023-08-11,THA
H-2915,2023-08-11,VNM
H-2916,2023-08-11,VNM
H-2917,2023-08-11,VNM
H-2918,2023-08-11,VNM
H-2919,2023-08-11,KHM
H-2920,2023-08-11,VNM
H-2921,2023-08-11,THA
H-2922,2023-08-11,THA
H-2923,2023-08-11,VNM
H-2924,2023-08-11,LAO
H-2925,2023-08-11,VNM
H-2926,2023-08-11,VNM
H-2927,2023-08-11,VNM
H-2928,2023-08-11,VNM
H-2929,2023-08-11,VNM
H-2930,2023-08-11,LAO
H-2931,2023-08-11,THA
H-2932,2023-08-11,KHM
H-2933,2023-08-11,VNM
H-2934,2023-08-11,VNM
H-2935,2023-08-11,VNM
H-2936,2023-08-11,VNM
H-2937,2023-08-11,VNM
H-2938,2023-08-11,VNM
H-2939,2023-08-11,LAO
